object_type,cotc_count,ot0_count,difference,in_cotc_only,in_ot0_only,in_both
BP_FarmActor_08_Tomato_Ev_01_C,0,2,2,False,True,False
BP_FarmActor_08_Tomato_Ev_00_C,0,2,2,False,True,False
Map_FB_Plain_N0_1001_A1_GD_C,0,2,2,False,True,False
BP_Chandelier_B_Residence_A_Residence_C,0,3,3,False,True,False
BP_Chandelier_B_Residence_A_Long_C,0,1,1,False,True,False
Map_TP_Plain_N0_1001_A1_GD_C,0,2,2,False,True,False
BP_Chandelier_B_Residence_A_Hell_9pcs_Long_Dither_C,0,2,2,False,True,False
Map_TP_Plain_N0_1001_B1_GD_C,0,2,2,False,True,False
BP_Chandelier_B_Residence_A_Hell_9pcs_Long_C,0,4,4,False,True,False
Map_TP_Plain_N0_1001_C1_GD_C,0,2,2,False,True,False
BPI_RoomLight_00_HellMount_Green_C,0,20,20,False,True,False
BPI_RoomLight_00_HellMount_C,0,14,14,False,True,False
BPI_Obj_Left_Lamp_Residence_A_SL1_PointLight_Off_9pcs_C,0,17,17,False,True,False
BPI_Obj_Torch_Hang_Cathedral_Battle_C,0,6,6,False,True,False
BPI_Obj_Torch_Hang_C_C,0,2,2,False,True,False
BPI_Obj_Torch_Ground_NoSound_C,0,14,14,False,True,False
BPI_Obj_Torch_Ground_HellCliff_EnvSound_C,0,6,6,False,True,False
BPI_Obj_Torch_D_Cave_Decal_C,0,2,2,False,True,False
BPI_Obj_Torch_A_Hornburg_Decal_9pcs_C,0,20,20,False,True,False
BPI_Obj_Torch_A_HellCliff_Decal_InDoor_C,0,1,1,False,True,False
BPI_Obj_Torch_A_Decald_NoSound_C,0,4,4,False,True,False
BPI_Obj_Torch_A_Decal_NoDOF_C,0,4,4,False,True,False
BPI_Obj_Torch_A_Decal_InDoor_C,0,16,16,False,True,False
BPI_Obj_Tatrocha_Lamp_A_on_R_9pcs_C,0,12,12,False,True,False
BPI_Obj_Tatrocha_Lamp_A_on_L_9pcs_C,0,6,6,False,True,False
BPI_Obj_Tatrocha_Lamp_A_on_9pcs_C,0,13,13,False,True,False
BPI_Obj_SeikaTorch_Blue_Gacha_2_C,0,7,7,False,True,False
BPI_Obj_Scarab_lantern_A_R_on_9pcs_C,0,4,4,False,True,False
BPI_Obj_Scarab_lantern_A_L_on_9pcs_C,0,4,4,False,True,False
BPI_Obj_Scarab_lamp_A_on_9pcs_C,0,14,14,False,True,False
BPI_Obj_Right_Lamp_Residence_A_SL1_PointLight_Off_Hell_9pcs_C,0,9,9,False,True,False
BPI_Obj_Right_Lamp_Residence_A_SL1_PointLight_Off_9pcs_C,0,21,21,False,True,False
BPI_Obj_Pyramid_Torch_B_9pcs_C,0,4,4,False,True,False
BPI_Obj_Pyramid_Torch_A_9pcs_C,0,172,172,False,True,False
BPI_Obj_Plain_Windmill_A_DP_Sea_N0_2002_B3_C,0,1,1,False,True,False
BPI_Obj_Plain_Windmill_A_C,0,15,15,False,True,False
BPI_Obj_OutsideLight_InDoor_C,0,5,5,False,True,False
BPI_Obj_OutsideLight_C,0,10,10,False,True,False
BPI_Obj_Left_Lamp_Residence_A_SL1_PointLight_Off_Hell_9pcs_C,0,10,10,False,True,False
BPI_Obj_Torch_Hang_C_Cathedral_Dither_C,0,4,4,False,True,False
BPI_Obj_Torch_Hang_Hell_C,0,2,2,False,True,False
Map_TP_Snow_N0_1001_C1_GD_C,0,2,2,False,True,False
BPI_Obj_Torch_Wall_A_F_9pcs_C,0,62,62,False,True,False
BPI_Plain_T_Handrail_A_C,0,2,2,False,True,False
BPI_Plain_Partition_A_C,0,1,1,False,True,False
Map_TP_Snow_N0_2001_A1_GD_C,0,2,2,False,True,False
BPI_Plain_Carpet_B_C,0,7,7,False,True,False
Map_TP_Snow_N0_2001_B1_GD_C,0,2,2,False,True,False
BPI_Plain_Carpet_A_C,0,10,10,False,True,False
Map_TP_Snow_N0_2001_C1_GD_C,0,2,2,False,True,False
Map_TP_Snow_N0_2002_A1_GD_C,0,2,2,False,True,False
BPI_Obj_Torch_Wall_Hornburg_C_R_9pcs_C,0,6,6,False,True,False
Map_TP_Snow_N0_2002_B1_GD_C,0,2,2,False,True,False
BPI_Obj_Torch_Wall_Hornburg_C_L_9pcs_C,0,6,6,False,True,False
BPI_Obj_Torch_Wall_Hornburg_B_R_9pcs_C,0,2,2,False,True,False
BPI_Obj_Torch_Wall_Hornburg_B_L_9pcs_C,0,2,2,False,True,False
BPI_Obj_Torch_Wall_Hornburg_B_EnvSound_9pcs_C,0,8,8,False,True,False
Maplv_DB_Cliff_N0_1003_B1_C,0,2,2,False,True,False
Maplv_DP_Snow_N0_2002_A1_C,0,2,2,False,True,False
Maplv_FB_Mount_N0_2003_A1_C,0,2,2,False,True,False
Maplv_TB_Desert_N0_1001_A1_C,0,2,2,False,True,False
BPI_Obj_Torch_Wall_Hornburg_A_R_9pcs_C,0,22,22,False,True,False
BPI_Obj_Torch_Wall_Hornburg_A_L_9pcs_C,0,18,18,False,True,False
BPI_Obj_Torch_Wall_Hornburg_A_EnvSound_Dither_9pcs_C,0,4,4,False,True,False
BPI_Obj_Torch_Wall_Hornburg_A_EnvSound_9pcs_C,0,63,63,False,True,False
BPI_Obj_Torch_Wall_A_R_9pcs_Dither_C,0,1,1,False,True,False
BPI_Obj_Torch_Wall_A_R_9pcs_C,0,42,42,False,True,False
BPI_Obj_Torch_Wall_A_L_9pcs_C,0,38,38,False,True,False
MapLv_DB_Sea_N0_2001_B1_C,0,2,2,False,True,False
MapLv_DB_Sea_N0_9002_A1_C,0,2,2,False,True,False
Map_DB_Other_R0_0003_A1_GD_C,0,2,2,False,True,False
MapLv_TP_Cliff_N0_1001_A2_C,0,2,2,False,True,False
MapLv_TP_Cliff_N0_1001_A1_C,0,2,2,False,True,False
Map_DP_Mount_N0_2001_A1_GD_C,0,2,2,False,True,False
MapLv_TB_Snow_N0_2001_A1_C,0,2,2,False,True,False
Map_DP_Mount_N0_2001_B1_GD_C,0,2,2,False,True,False
MapLv_TB_Sea_N0_2001_B1_C,0,2,2,False,True,False
Map_DP_Mount_N0_2001_C1_GD_C,0,2,2,False,True,False
MapLv_TB_Sea_N0_2001_A1_C,0,2,2,False,True,False
Map_DP_Mount_N0_2001_D1_GD_C,0,2,2,False,True,False
MapLv_TB_Sea_N0_1001_A1_C,0,2,2,False,True,False
Map_DP_Mount_N0_2009_A1_GD_C,0,2,2,False,True,False
MapLv_TB_River_N0_2001_A1_C,0,2,2,False,True,False
MapLv_TB_Plain_N0_2001_A1_C,0,2,2,False,True,False
MapLv_TB_Other_N0_9002_A1_C,0,2,2,False,True,False
MapLv_TB_Other_N0_9001_A1_C,0,4,4,False,True,False
MapLv_TB_Other_N0_2050_A1_C,0,2,2,False,True,False
MapLv_TB_Mount_N0_2001_A1_tmp_C,0,2,2,False,True,False
MapLv_TB_Mount_N0_1002_A1_C,0,2,2,False,True,False
MapLv_TB_HellForest_N0_1001_A1_C,0,2,2,False,True,False
Map_DP_Other_N0_9001_A1_GD_C,0,2,2,False,True,False
Map_DP_Other_N0_9001_B1_GD_C,0,2,2,False,True,False
MapLv_TB_Forest_N0_2001_A1_C,0,2,2,False,True,False
MapLv_TB_Forest_N0_1001_A1_C,0,2,2,False,True,False
MapLv_TB_Desert_N0_2001_A1_C,0,2,2,False,True,False
MapLv_TB_Cliff_N0_1001_A1_C,0,2,2,False,True,False
MapLv_FP_Snow_N0_2002_A1_C,0,2,2,False,True,False
Map_DP_Plain_N0_1001_A1_GD_C,0,2,2,False,True,False
MapLv_FP_Snow_N0_2001_A1_C,0,2,2,False,True,False
Map_DP_Plain_N0_1001_B1_GD_C,0,2,2,False,True,False
MapLv_FP_Snow_N0_1002_A1_C,0,2,2,False,True,False
Map_DP_Mount_N0_1009_A1_GD_C,0,2,2,False,True,False
Map_DP_Mount_N0_1001_C1_GD_C,0,2,2,False,True,False
MapLv_FP_Snow_N0_1001_A1_C,0,2,2,False,True,False
MapLv_TP_Cliff_N0_1001_B1_C,0,2,2,False,True,False
MapLv_TP_HellForest_N0_1001_A1_C,0,2,2,False,True,False
Map_DP_HellForest_N0_1001_A1_GD_C,0,2,2,False,True,False
MapLv_TP_HellCliff_N0_2001_B1_C,0,2,2,False,True,False
Map_DP_HellForest_N0_1001_B1_GD_C,0,2,2,False,True,False
MapLv_TP_HellCliff_N0_2001_A1_C,0,2,2,False,True,False
Map_DP_HellForest_N0_1001_C1_GD_C,0,2,2,False,True,False
MapLv_TP_Forest_N0_2002_B1_C,0,2,2,False,True,False
Map_DP_HellMount_N0_2002_A1_GD_C,0,2,2,False,True,False
MapLv_TP_Forest_N0_2001_D1_C,0,2,2,False,True,False
MapLv_TP_Forest_N0_2001_C1_C,0,2,2,False,True,False
Map_DP_HellMount_N0_2002_A3_GD_C,0,2,2,False,True,False
MapLv_TP_Forest_N0_2001_B1_C,0,2,2,False,True,False
Map_DP_HellMount_N0_2002_B1_GD_C,0,2,2,False,True,False
MapLv_TP_Forest_N0_2001_A1_C,0,2,2,False,True,False
Map_DP_HellMount_N0_2002_B2_GD_C,0,2,2,False,True,False
MapLv_TP_Forest_N0_1001_B1_C,0,2,2,False,True,False
Map_DP_HellMount_N0_2002_B3_GD_C,0,2,2,False,True,False
MapLv_TP_Forest_N0_1001_A1_C,0,4,4,False,True,False
MapLv_TP_Desert_N0_2001_B1_C,0,2,2,False,True,False
MapLv_TP_Desert_N0_2001_A1_C,0,2,2,False,True,False
MapLv_TP_Desert_N0_1001_A1_C,0,2,2,False,True,False
MapLv_TP_Cliff_N0_2002_G1_C,0,2,2,False,True,False
Map_DP_Hell_N0_2001_F1_GD_C,0,2,2,False,True,False
MapLv_TP_Cliff_N0_2002_F1_C,0,2,2,False,True,False
MapLv_TP_Cliff_N0_2002_E2_C,0,2,2,False,True,False
MapLv_TP_Cliff_N0_2002_E1_C,0,2,2,False,True,False
Map_DP_Mount_N0_1001_A1_GD_C,0,2,2,False,True,False
MapLv_TP_Cliff_N0_1001_C1_C,0,2,2,False,True,False
Map_DP_Mount_N0_1001_B1_GD_C,0,2,2,False,True,False
Map_DP_Plain_N0_1002_A1_GD_C,0,2,2,False,True,False
Map_DP_Plain_N0_1002_B1_GD_C,0,2,2,False,True,False
Map_FB_Mount_N0_2003_A1_GD_C,0,2,2,False,True,False
Map_DP_Sea_N0_1001_B1_GD_C,0,2,2,False,True,False
Map_DP_Sea_N0_1001_C1_GD_C,0,2,2,False,True,False
MapLv_FP_Desert_N0_2001_A1_C,0,2,2,False,True,False
Map_DP_Sea_N0_1001_D1_GD_C,0,2,2,False,True,False
MapLv_FP_Desert_N0_1002_A1_C,0,2,2,False,True,False
MapLv_FP_Desert_N0_1001_A1_C,0,2,2,False,True,False
Map_DP_Sea_N0_2001_A1_GD_C,0,2,2,False,True,False
MapLv_FP_Cliff_N0_1002_A1_C,0,2,2,False,True,False
Map_DP_Sea_N0_2001_B1_GD_C,0,2,2,False,True,False
MapLv_FP_Cliff_N0_1001_A1_C,0,2,2,False,True,False
MapLv_FB_Snow_N0_1001_A1_C,0,2,2,False,True,False
Map_DP_Sea_N0_2002_A2_GD_C,0,2,2,False,True,False
MapLv_FB_Sea_N0_9001_A1_C,0,2,2,False,True,False
MapLv_FB_Sea_N0_1001_A1_C,0,2,2,False,True,False
MapLv_FB_River_N0_2001_A1_C,0,2,2,False,True,False
Map_DP_Sea_N0_2002_B3_GD_C,0,2,2,False,True,False
MapLv_FB_River_N0_1001_A1_C,0,2,2,False,True,False
Map_DP_Sea_N0_2002_C1_GD_C,0,2,2,False,True,False
MapLv_FB_Plain_N0_1001_A1_C,0,2,2,False,True,False
Map_DP_Sea_N0_2009_A1_GD_C,0,2,2,False,True,False
Map_DP_Sea_N0_9001_A1_GD_C,0,2,2,False,True,False
Map_DP_Sea_N0_9001_B1_GD_C,0,2,2,False,True,False
Map_DP_Sea_N0_9001_C1_GD_C,0,2,2,False,True,False
Map_DP_Sea_N0_9001_D1_GD_C,0,2,2,False,True,False
Map_DP_Sea_N0_9001_E1_GD_C,0,2,2,False,True,False
Map_DP_Sea_N0_9001_F1_GD_C,0,2,2,False,True,False
Map_DP_Sea_N0_9002_A1_GD_C,0,2,2,False,True,False
MapLv_FB_Mount_N0_2002_A1_C,0,2,2,False,True,False
Map_DP_Snow_N0_1001_A1_GD_C,0,2,2,False,True,False
MapLv_FB_Mount_N0_1001_A1_C,0,2,2,False,True,False
MapLv_FP_Desert_N0_2002_A1_C,0,2,2,False,True,False
MapLv_FP_Forest_N0_1001_A1_mmio_C,0,2,2,False,True,False
MapLv_FP_Sea_N0_2001_A1_C,0,2,2,False,True,False
Map_DP_Sea_N0_1001_A1_GD_C,0,2,2,False,True,False
Map_DP_Plain_N0_1003_A1_GD_C,0,2,2,False,True,False
MapLv_FP_Sea_N0_1002_A1_C,0,2,2,False,True,False
Map_DP_Plain_N0_1009_A1_GD_C,0,2,2,False,True,False
MapLv_FP_Sea_N0_1001_A1_C,0,2,2,False,True,False
MapLv_FP_River_N0_2001_A1_C,0,2,2,False,True,False
MapLv_FP_River_N0_1002_A1_C,0,2,2,False,True,False
MapLv_FP_River_N0_1001_A1_C,0,2,2,False,True,False
MapLv_FP_Plain_N0_2001_B1_C,0,2,2,False,True,False
MapLv_FP_Plain_N0_2001_A1_C,0,2,2,False,True,False
MapLv_FP_Plain_N0_1002_A1_C,0,2,2,False,True,False
MapLv_FP_Plain_N0_1001_A1_C,0,2,2,False,True,False
MapLv_FP_Mount_N0_2003_A1_C,0,2,2,False,True,False
MapLv_FP_Mount_N0_2002_A1_C,0,2,2,False,True,False
MapLv_FP_Mount_N0_2001_A1_C,0,2,2,False,True,False
Map_DP_River_N0_1001_A1_GD_C,0,2,2,False,True,False
MapLv_FP_Mount_N0_1002_A1_C,0,2,2,False,True,False
Map_DP_River_N0_1001_B1_GD_C,0,2,2,False,True,False
MapLv_FP_Mount_N0_1001_A1_C,0,2,2,False,True,False
Map_DP_River_N0_1002_A1_GD_C,0,2,2,False,True,False
MapLv_FP_HellMount_N0_2001_A1_C,0,2,2,False,True,False
Map_DP_River_N0_1002_B1_GD_C,0,2,2,False,True,False
MapLv_FP_HellCliff_N0_2002_A1_C,0,2,2,False,True,False
MapLv_FP_HellCliff_N0_2001_A1_C,0,2,2,False,True,False
Map_DP_River_N0_2001_A1_GD_C,0,2,2,False,True,False
MapLv_FP_Forest_N0_9001_A1_C,0,2,2,False,True,False
Map_DP_River_N0_2001_B1_GD_C,0,2,2,False,True,False
MapLv_FP_Forest_N0_2001_A1_C,0,2,2,False,True,False
Map_DP_River_N0_2009_A1_GD_C,0,2,2,False,True,False
MapLv_FP_Forest_N0_1002_A1_C,0,2,2,False,True,False
Map_DP_HellCliff_N0_2002_C3_GD_C,0,2,2,False,True,False
MapLv_TP_HellForest_N0_1001_B1_C,0,2,2,False,True,False
Map_DP_HellCliff_N0_2002_C2_GD_C,0,2,2,False,True,False
Map_DP_Cliff_N0_1002_A1_GD_C,0,2,2,False,True,False
Map_DP_Cliff_N0_1002_B1_GD_C,0,2,2,False,True,False
Map_DB_HellCliff_N0_2001_A1_GD_C,0,2,2,False,True,False
Map_DP_Cliff_N0_1003_A1_GD_C,0,2,2,False,True,False
Map_DB_Heaven_N0_1001_A1_GD_C,0,2,2,False,True,False
Map_DP_Cliff_N0_1003_B1_GD_C,0,2,2,False,True,False
Map_DB_Cliff_N0_1003_B1_GD_C,0,2,2,False,True,False
Map_BB_Sea_N0_1001_D1_GD_C,0,2,2,False,True,False
Map_DP_Cliff_N0_1003_C1_GD_C,0,2,2,False,True,False
Map_BB_Other_N0_9010_A1_GD_C,0,2,2,False,True,False
Map_DP_Cliff_N0_1003_D1_GD_C,0,2,2,False,True,False
Map_BB_Other_N0_9001_B2_GD_C,0,2,2,False,True,False
Map_DP_Cliff_N0_1003_E1_GD_C,0,2,2,False,True,False
Map_BB_Other_N0_2007_A1_GD_C,0,2,2,False,True,False
Map_DP_Cliff_N0_1003_F1_GD_C,0,2,2,False,True,False
Map_BB_Other_N0_2005_A1_GD_C,0,2,2,False,True,False
Map_DP_Cliff_N0_1003_G1_GD_C,0,2,2,False,True,False
Map_BB_Other_N0_2003_B1_GD_C,0,2,2,False,True,False
Map_BB_Other_N0_2003_A1_GD_C,0,2,2,False,True,False
Map_BB_Other_N0_2002_B1_GD_C,0,2,2,False,True,False
Map_BB_Other_N0_2002_A1_GD_C,0,2,2,False,True,False
Map_BB_Other_N0_2001_A1_GD_C,0,2,2,False,True,False
Map_BB_Other_N0_1005_A1_GD_C,0,2,2,False,True,False
Map_BB_Other_N0_1004_B1_GD_C,0,2,2,False,True,False
Map_BB_Other_N0_1003_A1_GD_C,0,2,2,False,True,False
Map_BB_Other_N0_1002_A1_GD_C,0,2,2,False,True,False
Map_BB_Other_N0_1001_A1_GD_C,0,2,2,False,True,False
Map_BB_Hell_N0_2001_F1_GD_C,0,2,2,False,True,False
Map_BB_Hell_N0_2001_E1_GD_C,0,2,2,False,True,False
Map_DP_Desert_N0_1009_A1_GD_C,0,2,2,False,True,False
Map_DB_HellMount_N0_2001_B1_GD_C,0,2,2,False,True,False
Map_DB_Hell_N0_0001_A1_GD_C,0,2,2,False,True,False
MapLv_TP_HellMount_N0_2001_A1_C,0,2,2,False,True,False
Map_DP_Cliff_N0_1001_B1_GD_C,0,2,2,False,True,False
Map_DB_Other_R0_0002_B1_GD_C,0,2,2,False,True,False
Map_DB_Other_R0_0002_A2_GD_C,0,2,2,False,True,False
Map_DB_Other_R0_0002_A1_GD_C,0,2,2,False,True,False
Map_DB_Other_R0_0001_A1_GD_C,0,2,2,False,True,False
Map_DB_Other_N0_9001_B1_GD_C,0,2,2,False,True,False
Map_DB_Other_H3_0001_A1_GD_C,0,2,2,False,True,False
Map_DB_Other_H2_0005_A1_GD_C,0,2,2,False,True,False
Map_DB_Other_H2_0004_A1_GD_C,0,2,2,False,True,False
Map_DB_Other_H2_0002_A1_GD_C,0,2,2,False,True,False
Map_DB_Other_H2_0001_A1_GD_C,0,4,4,False,True,False
Map_DB_Other_H1_0005_A1_GD_C,0,2,2,False,True,False
Map_DB_Other_H1_0004_A1_GD_C,0,2,2,False,True,False
Map_DB_Other_H1_0003_A1_GD_C,0,2,2,False,True,False
Map_DB_Other_H1_0002_B1_GD_C,0,2,2,False,True,False
Map_DB_Other_H1_0002_A1_GD_C,0,2,2,False,True,False
Map_DB_Other_H1_0001_A1_GD_C,0,2,2,False,True,False
Map_DB_Other_C3_0003_A1_GD_C,0,2,2,False,True,False
Map_DB_Other_C3_0001_A1_GD_C,0,2,2,False,True,False
Map_DB_Sea_N0_2001_A1_GD_C,0,2,2,False,True,False
Map_DB_Other_C2_0001_A1_GD_C,0,2,2,False,True,False
Map_DB_Sea_N0_2001_B1_GD_C,0,2,2,False,True,False
Map_DB_Sea_N0_9002_A1_GD_C,0,2,2,False,True,False
Map_DB_Other_C1_0002_A1_GD_C,0,2,2,False,True,False
Map_DB_Other_C1_0001_A1_GD_C,0,2,2,False,True,False
Map_DB_Other_C0_0002_B1_GD_C,0,2,2,False,True,False
Map_DB_Other_C0_0002_A1_GD_C,0,2,2,False,True,False
Map_DB_Other_C0_0001_A1_GD_C,0,2,2,False,True,False
Map_DP_Cliff_N0_1001_A1_GD_C,0,2,2,False,True,False
Map_DB_Hell_N0_0002_A1_GD_C,0,2,2,False,True,False
Map_BB_Hell_N0_2001_D1_GD_C,0,2,2,False,True,False
Map_DP_Desert_N0_2001_A1_GD_C,0,2,2,False,True,False
Map_BB_Hell_N0_2001_A1_GD_C,0,2,2,False,True,False
Map_DP_Desert_N0_2001_B1_GD_C,0,2,2,False,True,False
Map_DP_Forest_N0_9001_A1_GD_C,0,2,2,False,True,False
MapLv_TP_River_N0_1001_A1_C,0,2,2,False,True,False
MapLv_TP_Plain_N0_2001_D1_C,0,2,2,False,True,False
MapLv_TP_Plain_N0_2001_C1_C,0,2,2,False,True,False
MapLv_TP_Plain_N0_2001_B1_C,0,2,2,False,True,False
Map_DP_Heaven_N0_1002_D1_GD_C,0,2,2,False,True,False
MapLv_TP_Plain_N0_2001_A1_C,0,2,2,False,True,False
MapLv_TP_Plain_N0_1001_C1_C,0,2,2,False,True,False
MapLv_TP_Plain_N0_1001_B1_C,0,2,2,False,True,False
MapLv_TP_Plain_N0_1001_A1_C,0,2,2,False,True,False
MapLv_TP_Other_N0_9004_A1_C,0,2,2,False,True,False
MapLv_TP_Other_N0_9003_A1_C,0,2,2,False,True,False
MapLv_TP_Other_N0_9002_A1_C,0,2,2,False,True,False
Map_DP_HellCliff_N0_2001_A1_GD_C,0,2,2,False,True,False
MapLv_TP_Other_N0_9001_B1_C,0,2,2,False,True,False
Map_DP_HellCliff_N0_2001_B1_GD_C,0,2,2,False,True,False
MapLv_TP_Other_N0_9001_A1_C,0,2,2,False,True,False
Map_DP_HellCliff_N0_2002_A3_GD_C,0,2,2,False,True,False
MapLv_TP_OblSea_N0_2002_A1_C,0,2,2,False,True,False
Map_DP_HellCliff_N0_2002_B1_GD_C,0,2,2,False,True,False
MapLv_TP_Mount_N0_2001_A1_C,0,2,2,False,True,False
Map_DP_HellCliff_N0_2002_B2_GD_C,0,2,2,False,True,False
MapLv_TP_Mount_N0_1002_B1_C,0,2,2,False,True,False
Map_DP_HellCliff_N0_2002_B3_GD_C,0,2,2,False,True,False
MapLv_TP_Mount_N0_1002_A1_C,0,2,2,False,True,False
Map_DP_HellCliff_N0_2002_B4_GD_C,0,2,2,False,True,False
MapLv_TP_HellMount_N0_2001_B1_C,0,2,2,False,True,False
Map_DP_HellCliff_N0_2002_C1_EFF_C,0,2,2,False,True,False
Map_DP_HellCliff_N0_2002_C1_GD_C,0,2,2,False,True,False
Map_DP_Forest_N0_2009_A1_GD_C,0,2,2,False,True,False
MapLv_TP_River_N0_2001_A1_C,0,2,2,False,True,False
Map_DP_Forest_N0_2002_B1_GD_C,0,2,2,False,True,False
MapLv_TP_Snow_N0_1001_C1_C,0,2,2,False,True,False
Map_BB_HellForest_N0_1001_B1_GD_C,0,2,2,False,True,False
Map_DP_Desert_N0_2002_A1_GD_C,0,2,2,False,True,False
Map_BB_HellCliff_N0_2002_A1_GD_C,0,2,2,False,True,False
Map_DP_Desert_N0_2002_B1_GD_C,0,2,2,False,True,False
MapLv_TP_Snow_N0_2002_B1_C,0,2,2,False,True,False
Map_DP_Desert_N0_2002_C1_GD_C,0,2,2,False,True,False
MapLv_TP_Snow_N0_2002_A1_C,0,2,2,False,True,False
Map_DP_Desert_N0_2002_D1_GD_C,0,2,2,False,True,False
MapLv_TP_Snow_N0_2001_C1_C,0,2,2,False,True,False
MapLv_TP_Snow_N0_2001_B1_C,0,2,2,False,True,False
Map_DP_Forest_N0_1001_A1_GD_C,0,2,2,False,True,False
MapLv_TP_Snow_N0_2001_A1_C,0,2,2,False,True,False
Map_DP_Forest_N0_1001_B1_GD_C,0,2,2,False,True,False
Map_DP_Forest_N0_1002_A1_GD_C,0,2,2,False,True,False
MapLv_TP_River_N0_2001_B1_C,0,2,2,False,True,False
MapLv_TP_Snow_N0_1001_B1_C,0,2,2,False,True,False
Map_DP_Forest_N0_1002_B1_GD_C,0,2,2,False,True,False
MapLv_TP_Snow_N0_1001_A1_C,0,2,2,False,True,False
Map_DP_Forest_N0_1003_A1_GD_C,0,2,2,False,True,False
MapLv_TP_Sea_N0_2001_D1_C,0,2,2,False,True,False
Map_DP_Forest_N0_1003_B1_GD_C,0,2,2,False,True,False
MapLv_TP_Sea_N0_2001_C1_C,0,2,2,False,True,False
MapLv_TP_Sea_N0_2001_B1_C,0,2,2,False,True,False
Map_DP_Forest_N0_2001_A1_GD_C,0,2,2,False,True,False
MapLv_TP_Sea_N0_2001_A1_C,0,2,2,False,True,False
Map_DP_Forest_N0_2001_B1_GD_C,0,2,2,False,True,False
MapLv_TP_Sea_N0_1001_A1_C,0,2,2,False,True,False
Map_DP_Forest_N0_2002_A1_GD_C,0,2,2,False,True,False
Map_DP_Snow_N0_1001_B1_GD_C,0,2,2,False,True,False
MapLv_FB_HellMount_N0_1001_A1_C,0,2,2,False,True,False
Map_DP_Snow_N0_1002_A1_GD_C,0,2,2,False,True,False
MapLv_DP_Hell_N0_2001_E1_C,0,2,2,False,True,False
Map_EV_Other_N0_2024_A1_GD_C,0,2,2,False,True,False
MapLv_DP_Hell_N0_2001_C1_C,0,2,2,False,True,False
MapLv_DP_Hell_N0_2001_B1_C,0,2,2,False,True,False
Map_EV_Other_N0_2026_A1_GD_C,0,2,2,False,True,False
MapLv_DP_HellMount_N0_2002_B3_C,0,2,2,False,True,False
Map_EV_Other_N0_2027_A1_GD_C,0,2,2,False,True,False
MapLv_DP_HellMount_N0_2002_B2_C,0,2,2,False,True,False
MapLv_DP_HellMount_N0_2002_B1_C,0,2,2,False,True,False
Map_EV_Other_N0_2029_A1_GD_C,0,2,2,False,True,False
MapLv_DP_HellMount_N0_2002_A3_C,0,2,2,False,True,False
Map_EV_Other_N0_2030_A1_GD_C,0,2,2,False,True,False
MapLv_DP_HellMount_N0_2002_A1_C,0,2,2,False,True,False
Map_EV_Other_N0_2030_B1_GD_C,0,2,2,False,True,False
MapLv_DP_HellForest_N0_1001_C1_C,0,2,2,False,True,False
Map_EV_Other_N0_2031_A1_GD_C,0,2,2,False,True,False
MapLv_DP_HellForest_N0_1001_B1_C,0,2,2,False,True,False
Map_EV_Other_N0_2032_A1_GD_C,0,2,2,False,True,False
MapLv_DP_HellForest_N0_1001_A1_C,0,2,2,False,True,False
MapLv_DP_HellCliff_N0_2002_C3_C,0,2,2,False,True,False
MapLv_DP_HellCliff_N0_2002_C2_C,0,2,2,False,True,False
MapLv_DP_HellCliff_N0_2002_C1_C,0,2,2,False,True,False
Map_EV_Other_N0_2036_A1_GD_C,0,2,2,False,True,False
MapLv_DP_HellCliff_N0_2002_B4_C,0,2,2,False,True,False
Map_EV_Other_N0_2037_A1_GD_C,0,2,2,False,True,False
MapLv_DP_HellCliff_N0_2002_B3_C,0,2,2,False,True,False
Map_EV_Other_N0_2038_A1_GD_C,0,2,2,False,True,False
MapLv_DP_HellCliff_N0_2002_B2_C,0,2,2,False,True,False
MapLv_DP_HellCliff_N0_2002_B1_C,0,2,2,False,True,False
MapLv_DP_HellCliff_N0_2002_A3_C,0,2,2,False,True,False
MapLv_DP_Hell_N0_2001_D1_C,0,2,2,False,True,False
Map_EV_Other_N0_2023_A1_GD_C,0,2,2,False,True,False
Map_EV_Other_N0_2006_A1_GD_C,0,2,2,False,True,False
MapLv_DP_Hell_N0_2001_F1_C,0,4,4,False,True,False
Map_EV_Other_N0_2007_A1_GD_C,0,2,2,False,True,False
MapLv_DP_Plain_N0_1002_B1_C,0,2,2,False,True,False
MapLv_DP_Plain_N0_1002_A1_C,0,2,2,False,True,False
Map_EV_Other_N0_2008_A1_GD_C,0,2,2,False,True,False
MapLv_DP_Plain_N0_1001_B1_C,0,2,2,False,True,False
Map_EV_Other_N0_2009_A1_GD_C,0,2,2,False,True,False
MapLv_DP_Plain_N0_1001_A1_C,0,2,2,False,True,False
Map_EV_Other_N0_2010_A1_GD_C,0,2,2,False,True,False
MapLv_DP_Other_N0_9001_B1_C,0,2,2,False,True,False
Map_EV_Other_N0_2011_A1_GD_C,0,2,2,False,True,False
MapLv_DP_Mount_N0_2009_A1_C,0,2,2,False,True,False
Map_EV_Other_N0_2012_A1_GD_C,0,2,2,False,True,False
MapLv_DP_Mount_N0_2001_D1_C,0,2,2,False,True,False
Map_EV_Other_N0_2013_A1_GD_C,0,2,2,False,True,False
MapLv_DP_Mount_N0_2001_C1_C,0,2,2,False,True,False
Map_EV_Other_N0_2014_A1_GD_C,0,2,2,False,True,False
